epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
31,2853.06,0.70716,0.94509,1.12878,0.72669,0.576,0.65881,0.52555,0.70403,0.96165,1.17838,0.0005075,0.0005075,0.0005075
32,2943.97,0.70285,0.92245,1.12159,0.69224,0.58344,0.65617,0.52289,0.69863,0.94454,1.17924,0.00048275,0.00048275,0.00048275
33,3035.49,0.68624,0.90517,1.11605,0.70702,0.56951,0.64993,0.51877,0.69981,0.95772,1.18095,0.000458,0.000458,0.000458
34,3126.73,0.68114,0.90143,1.11326,0.68222,0.60268,0.66005,0.52944,0.694,0.93345,1.17026,0.00043325,0.00043325,0.00043325
35,3218.33,0.68103,0.89269,1.1107,0.68442,0.59261,0.64985,0.52762,0.68322,0.94312,1.15866,0.0004085,0.0004085,0.0004085
36,3309.69,0.67025,0.85116,1.10251,0.6882,0.60327,0.64958,0.52386,0.67377,0.96753,1.14937,0.00038375,0.00038375,0.00038375
37,3401.34,0.65967,0.86816,1.09072,0.71649,0.57645,0.65429,0.52912,0.66877,0.94431,1.13999,0.000359,0.000359,0.000359
38,3492.58,0.66008,0.84976,1.10291,0.7149,0.5696,0.65234,0.53183,0.66788,0.93122,1.1461,0.00033425,0.00033425,0.00033425
39,3583.59,0.66501,0.8625,1.09767,0.66086,0.60069,0.65602,0.52939,0.67365,0.94868,1.1584,0.0003095,0.0003095,0.0003095
40,3674.7,0.65507,0.83062,1.09814,0.64986,0.60692,0.64678,0.52537,0.6793,0.95527,1.16195,0.00028475,0.00028475,0.00028475
41,3763.89,0.60495,0.7643,1.09244,0.67082,0.60063,0.65719,0.5361,0.66278,0.91914,1.15039,0.00026,0.00026,0.00026
42,3851.65,0.5918,0.72552,1.08852,0.71191,0.56752,0.65127,0.53096,0.65704,0.92789,1.14755,0.00023525,0.00023525,0.00023525
43,3939.41,0.58092,0.70845,1.07548,0.67756,0.61517,0.65544,0.53739,0.65953,0.91501,1.15929,0.0002105,0.0002105,0.0002105
44,4027.61,0.57166,0.71367,1.0702,0.67637,0.61533,0.65089,0.53526,0.64998,0.92432,1.14573,0.00018575,0.00018575,0.00018575
45,4115.56,0.55957,0.6793,1.05368,0.69529,0.60953,0.65814,0.53927,0.64237,0.91001,1.14958,0.000161,0.000161,0.000161
46,4203.9,0.54842,0.66506,1.05249,0.67427,0.59522,0.6486,0.53234,0.64452,0.92964,1.14885,0.00013625,0.00013625,0.00013625
47,4291.52,0.54145,0.64109,1.04514,0.69225,0.58556,0.65003,0.53497,0.63996,0.93038,1.14486,0.0001115,0.0001115,0.0001115
48,4379.35,0.54762,0.64208,1.04072,0.68213,0.60158,0.65252,0.5369,0.64726,0.92713,1.14071,8.675e-05,8.675e-05,8.675e-05
49,4467.06,0.52492,0.6161,1.0209,0.68896,0.60429,0.64935,0.53297,0.6442,0.94524,1.14585,6.2e-05,6.2e-05,6.2e-05
50,4554.93,0.53597,0.60875,1.03737,0.69511,0.59284,0.65144,0.53842,0.63788,0.93402,1.14612,3.725e-05,3.725e-05,3.725e-05
